,duration,duration,duration,duration,duration,duration,duration,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow
2821,71.5,68.0,120,30,1383.0,37.1887079635741,68.0,350370.25,141197.5,1087740,31346,247095169662.91666,497086.68224256084,141197.5,6911.0,3430.5,18766,2017,63340302.0,7958.662073489489,3430.5
2823,58.7710843373494,31.0,879,10,10269.822386319474,101.34013216055855,31.0,178150.10843373495,39467.0,8289570,0,372801726319.0086,610574.914583795,39467.0,11678.803212851406,7327.0,313821,0,713692684.311925,26715.027312580554,7327.0
2826,189.51136363636363,94.0,1319,10,57763.38390079503,240.34014209198395,94.0,510938.73863636365,116325.5,11880551,0,1184330945139.8438,1088269.7023899194,116325.5,95052.65151515152,58359.0,719301,0,11268703832.265923,106154.15127194,58359.0
2827,55.785234899328856,33.0,545,10,4443.426537275533,66.6590319257303,33.0,49769.11409395973,697.0,3792350,158,126734546519.00731,355997.95858825836,697.0,23689.624161073825,1034.0,2409752,269,41182242528.97941,202934.08419725703,1034.0
2832,279.0,188.0,1071,10,84488.87499999999,290.66970086336823,188.0,23709.60606060606,5657.0,119582,0,1365330988.058712,36950.38549269428,5657.0,11962.969696969696,7430.0,40256,0,117574092.96780303,10843.15880948919,7430.0
2834,133.64593781344033,43.0,4253,10,78313.83134141382,279.8460850921696,43.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
2853,224.80263258884028,101.0,10977,10,121651.50723181515,348.7857612228675,101.0,4320940.19030624,1520216.0,217922367,0,56313060228865.06,7504202.83766804,1520216.0,128275.5616701205,58314.5,4780155,0,38144955288.103745,195307.3354692643,58314.5
2860,87.2448132780083,33.0,2974,10,57250.70231673579,239.27118990119934,33.0,11109832.298755188,27377.0,1003029261,0,7997519592976288.0,89428852.12824935,27377.0,1597177.9170124482,8435.0,86370249,0,60238837126010.195,7761368.250895598,8435.0
2884,279.19565217391306,113.0,1579,10,143366.91642512078,378.6382395177761,113.0,1111294.8043478262,67008.5,22173126,110,12585456241043.58,3547598.6583946585,67008.5,28397.391304347828,9929.0,169089,0,1976143855.2657003,44453.83960093549,9929.0
2890,158.0,158.0,158,158,,,158.0,41968.0,41968.0,41968,41968,,,41968.0,26255.0,26255.0,26255,26255,,,26255.0
2896,581.9756097560976,425.0,3294,10,415229.8243902439,644.383289968202,425.0,67836.63414634146,3137.0,2189733,32,118444830345.13777,344158.1472886234,3137.0,2260.8048780487807,2457.0,4897,32,1512902.2609756098,1230.000919095433,2457.0
2902,134.0,134.0,134,134,,,134.0,18649.0,18649.0,18649,18649,,,18649.0,530.0,530.0,530,530,,,530.0
2912,232.98675496688742,102.0,3060,10,112138.36996583431,334.87067647949453,102.0,1630.5898454746136,550.0,971505,0,830741396.9045789,28822.584840790718,550.0,3174.1346578366447,2388.0,51555,0,11426447.281770904,3380.3028387662107,2388.0
2915,130.37830508474576,71.0,1348,10,26880.749596853973,163.95349827574273,71.0,1630092.4257627118,659139.0,36596475,0,8558749461054.245,2925534.047153484,659139.0,13543.538305084745,10303.0,118633,0,169054028.5444952,13002.077854885165,10303.0
2917,563.767523364486,310.0,10326,10,660792.5525857969,812.8914765119615,310.0,27387.52745327103,2174.0,15731119,0,165275638597.74765,406541.0663115691,2174.0,3181.467289719626,2571.0,163397,0,42633934.38116198,6529.46662302228,2571.0
2926,70.05000560600965,38.0,1288,10,9655.662670722113,98.26323153001897,38.0,178125.2616885301,37356.0,11206440,0,274000908344.28128,523450.9607826518,37356.0,37250.27009754457,15752.0,5273572,0,21488279242.484474,146588.81008618794,15752.0
2938,61.86326530612245,42.0,535,10,3852.649977046034,62.069718680255306,42.0,118205.89591836734,23530.0,1304001,0,33784160243.987087,183804.67960306964,23530.0,13369.661224489795,10452.5,95502,12,147800229.02610078,12157.311751620948,10452.5
2941,321.05631067961167,91.0,15788,10,724451.4773676853,851.1471537681867,91.0,19259658.15145631,4162285.0,872126490,0,2730210162393752.0,52251413.01815437,4162285.0,52541.149514563105,27733.0,1155440,9,6040983546.185769,77723.76435933716,27733.0
2944,28.375,14.5,128,10,1635.6964285714287,40.44374399794644,14.5,531735.5,505931.0,1414244,38728,218747143096.57144,467704.11917853734,505931.0,2879.625,2200.5,9332,308,7695328.267857143,2774.0454696809034,2200.5
2948,954.5,954.5,1232,677,154012.5,392.44426355853386,954.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
2952,54.83684210526316,31.5,1141,10,9475.481175160125,97.3420832690575,31.5,190487.53157894738,9328.0,9499764,0,711254964421.5836,843359.3329190017,9328.0,24425.463157894737,11106.5,387592,39,1959961632.8742967,44271.4539277207,11106.5
2958,107.5234375,51.0,1115,10,27637.8734621063,166.2464239077229,51.0,1661618.5625,51195.5,28602494,0,11313945684134.709,3363620.918613557,51195.5,4345121.0859375,7020.0,117201739,0,226871233353293.8,15062245.295881148,7020.0
2966,38.91891891891892,34.0,112,11,561.9099099099099,23.704638995561815,34.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
2977,116.07766990291262,63.0,776,10,20956.033123929177,144.76198784186812,63.0,1546414.5533980583,937224.0,6884572,29,2704931188693.2485,1644667.5009536878,937224.0,29982.087378640776,11047.0,135941,173,1334962324.2962115,36537.13623556465,11047.0
2980,204.74125636672326,33.0,27390,10,797199.2366438807,892.860143944101,33.0,45662.53582342954,259.0,38753524,0,505934717571.1698,711290.8811247124,259.0,1659.7011884550084,654.0,938765,0,184558328.3268206,13585.224632917212,654.0
2982,46.95238095238095,39.0,159,10,1714.8476190476188,41.41071864925335,39.0,42399.90476190476,12990.0,545653,2006,13427863810.390476,115878.65985758757,12990.0,9624.333333333334,8525.0,47308,1947,85593713.63333331,9251.687069574571,8525.0
2983,64.51785714285714,26.5,420,10,8317.672402597407,91.20127412814695,26.5,1144434.0,1029538.5,3745818,0,679728130714.109,824456.2636757083,1029538.5,25248.053571428572,14457.5,221940,118,1695607019.3243504,41177.74908035103,14457.5
2991,135.8,111.5,420,14,14346.177777777777,119.77553079731176,111.5,27927.7,21208.0,88648,857,653966965.7888889,25572.777826995818,21208.0,8303.6,9323.0,15539,934,21351370.933333334,4620.754368426581,9323.0
2994,119.0,119.0,119,119,,,119.0,738.0,738.0,738,738,,,738.0,3450.0,3450.0,3450,3450,,,3450.0
3003,188.2235294117647,110.5,1194,10,41558.35210581275,203.85865717651717,110.5,261945.7882352941,74260.5,9564118,109,648182563745.1621,805097.8597320714,74260.5,48441.75882352941,26655.0,216375,257,3027538791.3083544,55023.075080445604,26655.0
3008,225.27336448598132,75.0,4795,10,219473.77287202596,468.480280131433,75.0,393215.51168224297,4297.0,26436656,0,4765677078633.742,2183043.077594609,4297.0,9800.733644859813,2405.0,176260,152,352817734.3925894,18783.443092058213,2405.0
3012,261.1764705882353,204.0,740,17,47144.404411764706,217.12762240618926,204.0,63700.94117647059,64077.0,130855,16231,1145509707.4338236,33845.379410398455,64077.0,6105.64705882353,5847.0,16968,880,19757928.61764706,4444.98915832728,5847.0
3025,73.30133079847909,42.0,899,10,9842.909113355749,99.2114364040545,42.0,273575.1349809886,87033.5,8865282,0,538585431558.5203,733883.7997656852,87033.5,20287.214828897337,10214.0,717100,0,1870676876.7473383,43251.32225432349,10214.0
3028,135.04306220095694,24.0,15146,10,297289.3085990748,545.2424310332742,24.0,63815.61881977671,347.0,8342467,0,206581960430.9733,454512.8825797716,347.0,9243.635566188197,546.0,1337430,0,3116557037.344333,55826.13220835143,546.0
3034,152.07212364052663,80.0,3551,10,42831.84909828049,206.95856855486917,80.0,874994.7783342873,277590.0,92463417,0,5302343984629.618,2302681.9113003034,277590.0,16317.838008013738,8474.0,6518089,0,7103993365.834666,84285.19066736853,8474.0
3043,109.0,81.0,491,12,22589.25,150.2972055628447,81.0,190615.88888888888,118336.0,625268,166,52746916070.36111,229666.96773885682,118336.0,8079.0,5708.0,21145,302,58248675.25000001,7632.0819734853485,5708.0
3044,48.130434782608695,28.0,214,10,2529.027667984189,50.28943893089472,28.0,304395.73913043475,468.0,6990633,466,2124447686862.4744,1457548.5195568874,468.0,134.91304347826087,141.0,142,0,864.9920948616601,29.41074794801486,141.0
3057,13.0,13.0,13,13,,,13.0,187402.0,187402.0,187402,187402,,,187402.0,8054.0,8054.0,8054,8054,,,8054.0
3060,85.4,31.0,737,11,29475.41666666666,171.68406060746193,31.0,80882.88,9280.0,1139107,1253,60662145733.35999,246296.8650498012,9280.0,36320.08,10217.0,621176,1509,14904686321.576666,122084.75056933469,10217.0
3068,35.90909090909091,23.0,85,10,749.2909090909092,27.373178644266165,23.0,17286.18181818182,6542.0,53437,337,402208768.96363634,20055.143204765114,6542.0,9853.454545454546,12202.0,16281,249,22835006.272727273,4778.598777123611,12202.0
3075,132.07983056370153,57.0,5406,10,56631.596297754935,237.973940375317,57.0,2890808.9566634083,79979.0,333262846,0,223676372310959.3,14955813.99693642,79979.0,677480.8106875203,7365.0,145447326,0,40712123568555.92,6380605.266630739,7365.0
3080,24.75,16.5,81,10,351.03225806451627,18.73585487946884,16.5,30452.40625,265.5,473787,166,13518062026.76513,116267.20099307943,265.5,1895.875,1195.5,8927,166,3614630.5645161285,1901.218179093638,1195.5
3086,17.25,12.5,34,10,126.25000000000001,11.236102527122117,12.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3090,430.5668337732878,236.0,34058,10,349243.5576186132,590.9683220094062,236.0,150322.689676158,11180.0,139079585,0,1944963628383.224,1394619.5281807953,11180.0,21449.744410549778,10774.0,139927971,0,167513307063.2462,409283.8954359751,10774.0
3096,896.0,896.0,896,896,,,896.0,1516861.0,1516861.0,1516861,1516861,,,1516861.0,8603.0,8603.0,8603,8603,,,8603.0
3099,139.2326968973747,61.0,4978,10,50859.6008246379,225.52073258270048,61.0,4289657.188941925,932119.0,183487965,0,119887628419786.22,10949320.911352731,932119.0,3629854.969769292,90234.0,458884069,0,259133611853684.1,16097627.522516605,90234.0
3107,128.35211267605635,92.0,478,11,14719.059959758548,121.32213301685125,92.0,3155022.8309859154,10575.0,58622368,149,127958176854316.58,11311860.008606745,10575.0,20191.183098591548,4147.0,274492,863,2769422553.5517097,52625.30335828678,4147.0
3109,84.82688766114181,40.0,1663,10,20083.49826923859,141.7162597207483,40.0,1282317.3787599755,433221.0,40680027,0,8244114234518.117,2871256.560204629,433221.0,91959.21485573972,41016.0,2059207,0,24873779686.531208,157714.23425465188,41016.0
3123,320.77868852459017,110.5,4116,10,308307.8266495055,555.2547403215082,110.5,3213602.7131147543,424954.0,196803414,0,367034665412776.9,19158148.79921275,424954.0,14279.860655737704,7339.5,168263,0,468856782.7324889,21653.10099575783,7339.5
3126,284.9375,144.0,1258,10,110906.31854838709,333.02600281117253,144.0,47055.625,16391.5,235317,85,3830293539.4677405,61889.365318023265,16391.5,4460.5625,2448.5,17033,32,20954788.383064516,4577.640045161318,2448.5
3134,260.375,190.5,768,10,66421.125,257.7229617244067,190.5,426438.625,1295.0,2945201,391,1054895089101.6962,1027080.8581127856,1295.0,2395.5,734.0,10160,187,11754599.142857144,3428.498088501311,734.0
3139,140.10999039385206,64.0,10919,10,159568.92158202795,399.4607885412884,64.0,47314.39097022094,4565.0,3833653,0,93116245955.3251,305149.54687058786,4565.0,7963.881364073007,3310.5,186661,0,195469178.13152173,13981.029222897781,3310.5
3140,69.3,64.5,143,11,1594.6777777777777,39.93341680570018,64.5,2123641.1,781372.5,6918115,32196,7072996539226.988,2659510.5826499336,781372.5,15179.7,14479.5,28202,4427,60261486.01111111,7762.827191887703,14479.5
3141,75.77777777777777,34.0,559,10,11191.044025157233,105.78773097650424,34.0,1664113.648148148,35830.5,48460150,8,51676076521503.336,7188607.41183599,35830.5,20272.722222222223,15220.0,107965,0,460827561.7515724,21466.894553045448,15220.0
3142,75.03225806451613,40.5,892,10,10747.501656495207,103.67015798432647,40.5,48842.52688172043,15865.0,1453757,0,20068217235.515484,141662.3352748199,15865.0,27459.397849462366,6259.0,1528250,14,24677172226.770588,157089.69484587648,6259.0
3146,58.60839160839161,23.0,430,10,6318.761055845562,79.49063501976545,23.0,292799.36363636365,13954.0,12627973,0,1368658672528.4578,1169896.8640561688,13954.0,11098.55944055944,7249.0,335875,59,906764260.4735544,30112.526637158073,7249.0
3152,38.68345323741007,30.0,235,10,1286.043999582942,35.861455625545126,30.0,6192017.395683453,3038697.0,65125285,178,84948428426821.22,9216747.171688134,3038697.0,27559.61151079137,27708.0,210618,0,752069444.6450843,27423.884565193974,27708.0
3155,369.4790502793296,168.0,3574,10,235944.0932016134,485.74076748983447,168.0,127679.05726256983,20435.0,43095847,0,1375983005978.4326,1173023.0202252779,20435.0,22373.52932960894,14490.0,189934,73,554298320.6686018,23543.540954338234,14490.0
3177,96.69354838709677,60.0,909,11,18175.396351136966,134.81615760411273,60.0,12112527.532258065,596825.0,390951288,178,2666826806338038.5,51641328.47185516,596825.0,24695.225806451614,15301.0,189690,0,854733483.0301427,29235.82533519693,15301.0
3181,398.32365145228215,172.0,8314,10,379780.9837473136,616.2637290538148,172.0,129217.24343015214,67462.0,2099892,0,40961507516.73846,202389.494580965,67462.0,12972.305670816044,10589.0,206311,8,233930238.46183735,15294.778143596504,10589.0
3183,112.0,112.0,112,112,,,112.0,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,,,0.0
3188,517.9380477485645,100.0,37640,10,1651721.0053800235,1285.1929837110158,100.0,30003792.872166816,1426261.0,2823494560,0,7672910173100506.0,87595149.25554101,1426261.0,10319756.814898761,9012.0,1589514896,0,2911300917205883.5,53956472.43107989,9012.0
3194,480.89731051344745,236.0,18290,10,1065995.3129584359,1032.4704901150617,236.0,6345.931540342298,1667.0,974936,0,4616548600.671772,67945.18820837699,1667.0,4989.459657701712,3401.0,74807,0,30543455.5676087,5526.613390459722,3401.0
3195,74.37668161434978,39.0,1079,10,14353.848462812592,119.80754760369895,39.0,1788552.7668161434,16008.0,24358039,0,14191496784101.605,3767160.3077253834,16008.0,7923.264573991031,5042.0,59942,0,81724852.46572134,9040.17989122569,5042.0
3196,130.5,20.5,761,11,66740.85714285714,258.34251903791824,20.5,40244.375,3753.5,293654,138,10492429824.267855,102432.56232403763,3753.5,9926.375,6031.0,43254,582,192262975.4107143,13865.892521244865,6031.0
3216,280.3001422475107,155.0,12654,10,334754.1932620878,578.5794614934822,155.0,3619894.13371266,1117843.0,242654135,0,279783825751455.0,16726739.84228412,1117843.0,27896.782361308677,19174.0,209580,0,845966053.1448742,29085.495580183506,19174.0
3220,58.21639344262295,31.0,12397,10,78714.67886193609,280.56136380823375,31.0,195986.6618852459,36364.5,8741681,0,473958166110.47046,688446.1969612952,36364.5,10439.868852459016,8250.0,576338,0,243609389.44814795,15607.991204769049,8250.0
3226,38.87665198237885,25.0,407,10,2112.020057009588,45.95671938911206,25.0,52599.56975036711,5823.0,13030675,0,298555859347.52783,546402.6531300226,5823.0,9019.290748898678,3753.0,688772,0,1379994674.0712233,37148.27955735263,3753.0
3228,252.77280805687204,99.5,29609,10,487727.5462944548,698.3749324642565,99.5,1531358.9973341231,247280.0,167889713,0,27605917192999.4,5254133.343663767,247280.0,115239.72630331754,43191.0,7549058,0,57513944504.4784,239820.6507048098,43191.0
3232,683.6153846153846,289.0,6650,10,952789.3594164461,976.1092968599603,289.0,464042.35042735044,120725.0,8060867,0,1225569464936.574,1107054.409203348,120725.0,55851.02564102564,15295.0,411766,0,7639407821.197615,87403.70599235261,15295.0
3236,623.0,173.0,1684,12,850771.0,922.372484411802,173.0,164532.66666666666,198508.0,285188,9902,19811337905.333332,140752.75452129997,198508.0,38459.0,37735.0,69927,7715,967976368.0,31112.318589266215,37735.0
3247,275.625,129.0,1824,10,124319.47500000002,352.58966944594397,129.0,21949747.44642857,10558691.0,129427246,109,912828592893985.9,30213053.352714714,10558691.0,44362.82142857143,25580.0,332678,482,3269665617.0584416,57180.98999718737,25580.0
3251,245.91379310344828,118.5,1267,10,102028.43103448275,319.4188958632265,118.5,9855.568965517241,3873.5,203291,160,732258294.4600724,27060.271514899337,3873.5,55317.96551724138,17586.0,1452951,207,36262685683.121605,190427.6389685111,17586.0
3256,228.16448491747298,103.0,3081,10,109318.93819126346,330.6341455313765,103.0,434525.01195219124,31663.0,122049794,0,9504613538094.06,3082955.3253484,31663.0,167964.71940808196,63133.0,2609242,0,79786609379.5938,282465.23570095096,63133.0
3257,223.21877309682188,118.0,4208,10,157626.56452896696,397.02212095671314,118.0,91517.11086474502,168.0,19762304,0,678636225733.7249,823793.8004948355,168.0,2344.6881005173686,940.0,83846,0,31448678.40560536,5607.912125346238,940.0
3264,128.27315175097277,56.0,2846,10,48301.603833192305,219.776258574925,56.0,75592.70350194552,26697.5,8736031,0,70044499135.37477,264659.21320705005,26697.5,23385.441245136186,12034.0,415017,0,1311341216.6288965,36212.445604086126,12034.0
3274,644.2,661.0,1489,13,363933.2,603.2687626588998,661.0,22600.8,9294.0,50430,0,616268721.2,24824.760244562283,9294.0,46934.8,19147.0,155292,7776,3768919436.7,61391.52577269928,19147.0
3277,439.0036758955107,195.0,28449,10,739145.3730262581,859.7356413609116,195.0,108647.51098858126,5669.0,43141327,0,419832027241.11993,647944.4630839281,5669.0,6910.102025653058,3074.0,2306921,0,730868339.9407488,27034.576747949075,3074.0
3284,78.0,78.0,78,78,,,78.0,460.0,460.0,460,460,,,460.0,9625.0,9625.0,9625,9625,,,9625.0
3294,431.292343387471,257.0,5064,10,311708.65852263523,558.3087483844716,257.0,123584.75406032482,15015.0,3577600,0,134914548771.00917,367307.15861661226,15015.0,27877.09976798144,12582.0,368670,4,1591512841.1318836,39893.76945253336,12582.0
3295,152.82608695652175,44.0,1234,13,77243.96837944664,277.92799135647823,44.0,638194.7826086957,3282.0,7431661,32,3838803601453.997,1959286.5031572073,3282.0,14470.739130434782,12043.0,48730,32,113546000.29249011,10655.796558328717,12043.0
3298,235.50341685649204,94.0,5328,10,203651.01311615238,451.27709128223245,94.0,901736.708428246,513832.0,8322950,175,1380729197226.2988,1175044.3384086827,513832.0,45817.42596810934,27427.0,397111,0,3057673575.742794,55296.234733865866,27427.0
3309,112.98443907824614,50.0,1813754,10,347907.6316210547,589.8369534210744,50.0,1190129.782909779,14198.0,3429313532,0,56833954403635.12,7538829.776804562,14198.0,35802.174462228395,3475.0,1313102251,0,313464546407.5369,559879.0462301094,3475.0
3318,32.857142857142854,32.0,80,11,524.1428571428571,22.89416644350384,32.0,448991.5714285714,380437.0,842336,46256,122115462849.61902,349450.2294313441,380437.0,11867.0,13213.0,21481,1999,67244914.33333333,8200.299648996574,13213.0
3327,69.50781941575686,35.0,18197,10,105413.10656516724,324.6738464446547,35.0,150959.8624963116,11150.0,30639124,0,781971059318.1495,884291.2751566361,11150.0,260603.13484803776,12328.0,103740715,0,10798843558794.945,3286159.3933945056,12328.0
3334,102.3076923076923,63.0,458,10,18250.064102564098,135.09279811508864,63.0,113109.23076923077,1971.0,1357986,157,140455495808.6923,374773.926265812,1971.0,6950.538461538462,5982.0,19659,0,46663361.269230776,6831.058576035692,5982.0
3350,204.33333333333334,141.5,690,10,37252.43678160919,193.00890337393554,141.5,110853.06666666667,38580.0,473551,17,20473714137.71954,143086.3869755594,38580.0,12905.7,9059.0,41270,14,165178987.3206896,12852.197762277454,9059.0
3354,602.5985037406484,224.0,10075,10,1040467.9308977559,1020.0332989161461,224.0,249365.69825436408,55412.0,6217581,0,428939970095.9364,654935.088459869,55412.0,41684.23441396509,16125.0,565953,12,4856039611.974912,69685.28978181057,16125.0
3361,160.7089552238806,59.0,3362,10,84994.10211411765,291.5374797759589,59.0,540615.223880597,108558.0,12394463,0,1661607037328.6873,1289033.373240851,108558.0,18265.213930348258,7159.5,264029,12,861755125.9241949,29355.665993538536,7159.5
3371,126.05555555555556,43.5,1226,15,50642.11111111111,225.03802147884056,43.5,17738404.444444444,5264908.5,236647881,290,1935704181236922.0,43996638.29472568,5264908.5,186061.47222222222,6450.5,4485923,0,587524528012.1421,766501.4859816921,6450.5
3384,157.12571428571428,35.0,5184,10,246686.86916256178,496.67581898312886,35.0,97217.53142857143,10773.0,3499063,0,145176635461.1814,381020.5184254273,10773.0,15196.982857142857,4943.0,548943,0,2003330281.7640717,44758.577745099,4943.0
3387,127.72727272727273,108.0,421,18,9750.112554112555,98.74265822891621,108.0,1949036.1818181819,781679.5,20960686,382,19265443129668.348,4389241.748829557,781679.5,20095.409090909092,18593.0,50267,554,139217532.25324672,11799.047938424808,18593.0
3390,563.9672897196261,402.0,2976,11,289815.29939449776,538.3449631922804,402.0,38710.21028037383,29254.5,433077,0,2840455848.5236497,53295.927128849624,29254.5,10236.224299065421,7585.0,118389,49,133839770.45649597,11568.91397048556,7585.0
3396,663.7283236994219,347.0,9777,10,982447.5491664574,991.1849217812271,347.0,81869.16473988439,9413.0,844175,0,16236785114.7409,127423.64425310124,9413.0,20087.20809248555,13289.5,161029,32,498698044.7971513,22331.54819525846,13289.5
3397,87.23529411764706,65.0,221,10,4463.316176470589,66.80805472748469,65.0,6619034.823529412,4746380.0,29513449,27332,58456685048754.04,7645697.159105509,4746380.0,46850.117647058825,36809.0,161965,2617,2210126180.4852943,47011.979116872906,36809.0
3408,795.9206349206349,159.0,9133,10,2056063.1115155194,1433.8978734608402,159.0,101517026.02222222,15464563.0,1422649092,120,4.133433838330844e+16,203308480.84452462,15464563.0,5747004.092063492,37664.0,417214629,0,1031116933028842.2,32111009.529892426,37664.0
3409,150.3846153846154,21.0,1638,11,200021.92307692312,447.2381055734441,21.0,23343.153846153848,3264.0,113169,168,1535310598.4743588,39183.03967885032,3264.0,3308.0,1531.0,10140,571,10647875.5,3263.1082574747657,1531.0
3410,30.0,30.0,31,29,2.0,1.4142135623730951,30.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3417,872.8024924471299,434.5,29751,10,2792755.0977346255,1671.1538222840607,434.5,70283.9592145015,24881.5,5979563,0,84180894489.55405,290139.43973468005,24881.5,19019.09327794562,11807.0,406771,0,780890177.1605452,27944.412270801924,11807.0
3421,137.8,145.5,293,16,7071.957894736843,84.09493382325027,145.5,1251107.3,867825.5,5178621,1506,1646168676914.6418,1283031.0506432187,867825.5,32026.6,28018.0,113804,970,700984814.6736844,26476.117817264756,28018.0
3422,159.2271925492133,24.0,30743,10,983369.1357917011,991.6497041756737,24.0,135738.31348338388,340.0,77367723,0,1984996338604.1301,1408898.9809791653,340.0,4402.899033373315,1109.0,6360544,0,5477377315.934553,74009.30560365063,1109.0
3429,230.7554347826087,179.0,1025,10,46933.71581729627,216.641906881601,179.0,929088.5326086957,494972.5,6578634,0,1353408439993.955,1163360.8382586872,494972.5,19075.945652173912,12112.0,109600,0,424604301.42872375,20605.928793158626,12112.0
3431,54.04347826086956,35.0,435,10,3656.0640229335872,60.465395251611376,35.0,39837.32608695652,14814.5,507274,0,5693084566.881509,75452.53187853612,14814.5,11635.41304347826,4894.0,38776,0,149448514.79455316,12224.913692724098,4894.0
3433,52.96491228070175,30.5,467,10,4253.25539512498,65.21698701354563,30.5,155546.72807017545,9979.0,3803627,0,354700420632.4299,595567.309909157,9979.0,10236.429824561403,4686.5,135557,8,281168328.8667133,16768.074691708447,4686.5
3439,166.91071428571428,70.0,1391,10,56050.03859447005,236.7488935443417,70.0,1564225.0821428571,111364.5,43728413,0,23095018386452.098,4805727.66461564,111364.5,22279.67142857143,8580.5,401050,0,1482606629.504557,38504.63127345277,8580.5
3440,252.6216216216216,170.0,814,11,53279.4084084084,230.82332726223405,170.0,1105650.8918918918,537501.0,7897700,262,2498678893586.876,1580721.0043479765,537501.0,5753.675675675676,5126.0,19662,210,23403665.39189189,4837.733497402672,5126.0
3441,39.0,39.0,39,39,,,39.0,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,,,0.0
3445,86.74585635359117,56.0,2155,10,29734.11282995701,172.43582235126496,56.0,120209.3812154696,14571.0,881677,0,48365059194.314964,219920.5747407799,14571.0,4146.099447513812,3976.0,16303,14,8932189.94561081,2988.676955713148,3976.0
3456,508.3422818791946,357.0,2227,10,208280.8212407038,456.37793684697755,357.0,503376.71140939597,55809.0,21404190,0,4968278968459.221,2228963.6534630214,55809.0,47638.55033557047,20517.0,377024,607,4662654171.897787,68283.63033625107,20517.0
3457,57.48201144726083,19.0,4479,10,46103.10294826331,214.71633134967473,19.0,1004291.7015535568,8708.0,40466826,0,13140911104708.164,3625039.4625035687,8708.0,8836.064595257563,6078.0,520883,0,230871656.25103942,15194.46136758521,6078.0
3459,128.08535489667565,52.0,4584,10,61465.1267007958,247.92161402507003,52.0,201713.55615453728,21869.0,9871587,0,254114898562.9739,504098.1041057127,21869.0,17964.632524707995,7306.0,1214715,0,4488815398.682277,66998.62236406266,7306.0
3482,52.748700173310226,25.0,1250,10,6979.631503079147,83.54418892465918,25.0,6671144.354419411,325.0,1084750858,0,2266384791467774.0,47606562.48320996,325.0,5815035.728769497,778.0,1083817549,0,2097208286950449.8,45795286.732921,778.0
3489,82.6438485379329,39.0,22885,10,163932.05764038832,404.88524008709965,39.0,84059.37852041503,475.0,48063017,0,1075784886470.6812,1037200.5044689678,475.0,20251.908233391725,461.0,8963344,0,43672546392.465675,208979.77507994804,461.0
3491,48.666666666666664,53.0,75,18,826.3333333333333,28.74601421646718,53.0,270.3333333333333,66.0,679,66,125256.33333333333,353.9157150132406,66.0,6855.333333333333,10130.0,10217,219,33032582.333333336,5747.397874980758,10130.0
3493,876.7021276595744,293.5,29083,10,5761521.343952667,2400.3169257314057,293.5,345761.1595744681,136997.5,5124823,0,333752072843.99585,577712.7944264311,136997.5,78028.5585106383,34848.5,946260,4,14659775855.296019,121077.56132040329,34848.5
3496,94.82278481012658,59.0,620,11,11669.173320350541,108.02394790207651,59.0,193589.35443037975,11669.0,3430928,168,334971749239.1805,578767.439684698,11669.0,9403.696202531646,6769.0,149985,222,301501728.90652394,17363.805139039196,6769.0
3509,410.19607843137254,334.0,1522,12,125255.40078431377,353.9143975374748,334.0,55866.58823529412,24564.0,1008502,0,21627542281.44706,147063.05546073447,24564.0,19935.86274509804,5803.0,115718,12,819697132.6807845,28630.35334537079,5803.0
3518,107.29761904761905,53.0,1204,10,25503.70729968635,159.69880181042797,53.0,941961.0,127505.0,21764679,52,6060850670171.765,2461879.49952303,127505.0,148235.69047619047,38215.5,7752465,665,387431955370.8019,622440.3227384951,38215.5
3519,138.4,65.0,1154,10,39650.97721518987,199.125531299203,65.0,1224259.6875,352149.0,14933278,0,6910704534375.534,2628821.8909571515,352149.0,39212.9125,18732.0,339089,1,3089468535.8023734,55582.98782723337,18732.0
3525,109.74770642201835,32.0,2250,10,50362.27468845273,224.41540653095262,32.0,250787.31957186543,39531.0,9623222,0,606455939965.1428,778752.8105664485,39531.0,49902.084097859326,15108.0,2646298,0,32553124513.75253,180424.8445025034,15108.0
3530,194.8870588235294,91.0,3990,10,78102.15202171252,279.46762249268255,91.0,1444335.0282352942,206672.0,106266177,0,22500905923609.387,4743511.982024435,206672.0,110155.00047058823,34786.0,3497677,0,44964588709.39219,212048.55271704213,34786.0
3532,238.72590792107522,115.0,5445,10,107860.62952248317,328.42142062064585,115.0,2445732.848584501,929046.5,78224501,0,16282154535177.607,4035115.18239289,929046.5,37687.38211323992,16486.5,6042162,0,7579407770.9538,87059.79422761002,16486.5
3543,57.50892857142857,24.5,560,10,8652.180099742596,93.01709573913064,24.5,4494464.348214285,2938055.5,46249129,1626,44128416380457.35,6642922.2771651745,2938055.5,36230.67857142857,27241.0,166288,0,1230199225.7335901,35074.196009796,27241.0
